a1,a2,a3,a4,a5,a6,a7,a8,a9,a10,a11,a12,a13,a14,a15,a16,a17,a18,a19,a20,a21,a22,a23,a24,a25,a26,a27,a28,a29,a30,a31,a32,a33,a34,a35,a36,a37,a38,a39,a40,a41,a42,a43,a44,a45,a46,a47,a48,a49,a50
6.290798772789277793e-01,2.709343485339515967e-01,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9.240692688782183861e-01,9.565254431129879276e-01,2.288892355645859578e-01,2.700517215886341083e-01,8.390223824678952891e-01,8.191557164991094542e-01,7.333697246572349338e-01,8.566578604381196449e-01,6.986226596599531824e-01,7.130576277225052495e-01,8.643267509602197141e-01,5.577454168769440113e-01,1,1,1,1,1,1,6.807587301958980541e-01,2.645049676795802052e-01,2.268667356541060887e-01,1.183656888121610296e-01,4.689335612702523193e-01,5.061367315729902172e-01,4.978584776451036031e-01,5.871202936946949835e-01,7.120103392717774815e-01,3.995655168694572934e-01,9.512182505072231953e-01,4.260609453630981314e-02,6.867224586228316552e-01,8.613805823579057108e-02,3.922468552944152753e-01,5.149386324758997713e-01
9.471070025129594283e-01,6.750810844675350086e-01,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3.416936403645781661e-01,7.007244369785728955e-01,6.876852320209414504e-02,6.604887648245312270e-01,4.165060260143428339e-01,9.709758357168977172e-01,5.021322614025488518e-01,9.845995695378192414e-01,6.737365947471006811e-01,1.986567171207981319e-01,8.696987626384375947e-01,7.136656655551710804e-01,1,1,1,1,1,1,2.409552711841305150e-01,9.520379955862350307e-01,7.018234821079070151e-01,2.502844381545040742e-01,4.940186161600612635e-01,5.379796169976280851e-02,9.042622267755564547e-01,6.690597799322522965e-01,9.269980390821374039e-01,7.796640466467295028e-01,2.731925910144179515e-01,2.733427337994316364e-01,1.852284510130723927e-01,9.996121255688207308e-01,9.996259412300811942e-01,3.450143236444158656e-01
3.687531977468561095e-01,3.973018405033899025e-01,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7.699462605691098638e-01,5.815947547830770947e-01,3.239891289674151631e-01,8.104422397424675406e-01,8.508893414301577085e-02,7.566015886944689184e-01,5.782789141474588002e-01,1.020068294653184715e-01,6.200362562963748214e-01,9.428626663200937452e-01,4.866091685160952585e-01,7.945257419985107816e-01,1,1,1,1,1,1,8.807381807486414083e-03,6.986281302856856001e-01,3.974005852142853401e-01,9.564196441720359543e-01,5.550220074793014158e-01,1.178740248001353130e-01,4.766313464354001717e-01,8.871101156602244631e-01,2.789789844499076521e-01,4.014095832161579391e-02,9.634169062663311411e-01,3.723373112684663644e-01,5.193299184334624341e-01,6.636368238714528411e-01,1.747935610605754198e-01,9.197017622822588612e-01
3.539287271083547681e-01,8.425683112963048282e-01,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6.198296671363382471e-01,5.769318346098044614e-01,2.597404665497947684e-01,7.749440556386436585e-01,8.865667692295150504e-01,9.860353097006242518e-01,7.597076136428282389e-02,9.894726784901897165e-01,8.015536006883091646e-01,3.016913773991206638e-01,5.835481947642107148e-01,4.588541548717428586e-01,1,1,1,1,1,1,2.109916574393179145e-01,2.511108034794532484e-01,8.659393265846474508e-01,3.576243525830168357e-01,9.064858177616432755e-01,9.060513252402798701e-01,6.003646338410337790e-01,1.418376753772776500e-02,7.672685538088125368e-01,9.345867562111920268e-01,5.860978976952335717e-02,1.982737471981961264e-01,3.399901727381557937e-01,8.404324189900844733e-01,4.137734550112311949e-01,9.792871171210659753e-02
6.099881736156882450e-01,2.582382498264098603e-01,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7.469042063545231480e-01,8.463532782752363204e-01,1.805464700652811283e-01,9.744500274869214440e-01,1.060713929808965172e-01,8.109131571836205588e-01,5.995229956417547079e-03,9.345432424079934686e-01,1.138575237992309752e-01,5.879000862415777462e-01,7.570289468918095510e-01,6.870369799240516606e-01,1,1,1,1,1,1,4.409042907308302617e-02,1.471227449474301618e-01,9.755138592585579360e-01,4.354644334688180241e-01,4.650650977811960907e-01,5.802053976557938197e-01,4.469676940783858798e-01,4.970003631320493165e-01,8.480135504223007548e-01,6.250165757736857453e-01,9.682633987732868208e-01,1.192245600889096924e-02,4.968573311864323827e-01,2.929618677239570479e-01,8.500392910425009774e-01,3.673241512945395471e-01
8.764639876862776458e-01,1.174576535053428739e-01,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5.431369700252118848e-01,3.581430208296427775e-01,6.376874444447783175e-01,9.390922975710653819e-01,9.551674572928623430e-01,7.712918101838472928e-01,6.311649475055941538e-01,4.647123131256634121e-01,4.927783027448529030e-01,3.146282588855620066e-02,7.411068245761950335e-01,3.073440918220595730e-01,1,1,1,1,1,1,5.352847636956888921e-01,8.123706214493972011e-01,7.306506341931285897e-01,8.932788092519591272e-01,4.909830835960327100e-02,8.821254615039263447e-01,6.800314171322017209e-01,7.487557220879265119e-01,4.851932969483901958e-01,3.872743216059436611e-01,1.848598242016987747e-01,5.191653654870657109e-01,4.167881245375389954e-01,1.791898184329140387e-01,8.148122071940379074e-01,7.531096023690989627e-01
5.262778054487985413e-01,8.293282991153111405e-01,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8.733040712137418726e-02,9.781042171300342591e-01,4.628670453853165334e-01,3.593242539444543304e-01,7.701833367408796871e-01,8.789192790873391337e-01,5.266949092818219436e-01,3.328784212933635356e-01,5.055214572220101399e-02,1.774355584252162998e-02,3.912709664753694083e-01,3.606638936040583721e-01,1,1,1,1,1,1,4.779276214910297416e-01,7.484950393016057690e-01,9.105846632988324751e-01,4.679195496017733991e-01,5.210450399990010917e-01,6.996314345708113391e-01,5.829699604679605685e-01,9.960467713765436271e-01,5.325347701834491909e-01,1.661247313817962867e-01,6.489919512696614712e-01,7.471080725787222487e-01,3.989806813279583864e-01,3.936864873763404882e-01,5.760491688658883058e-01,4.169418062314369511e-01
5.321333722284952161e-01,3.261353935955048078e-01,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5.804202728351635088e-01,4.333549146695384602e-01,8.251524087782848849e-01,7.338935998383778747e-01,2.874080168172473693e-01,9.568165901086224112e-01,1.696173633827706695e-01,5.040195432762879513e-01,3.314717505596446179e-01,8.566970439369105961e-01,3.362034472989526845e-01,2.423031750275743690e-01,1,1,1,1,1,1,8.274663599488562005e-01,3.336373401737463551e-01,1.507740192697797355e-01,8.535957609300616200e-01,9.591625324403912911e-01,4.151539130710586445e-01,4.712546376311671503e-01,9.864087063204477479e-01,7.901734169215902659e-01,5.574191063972819826e-01,8.966292243843270171e-01,2.447980324380034656e-01,1.347347320362993761e-01,9.123434738081420692e-01,3.894689968468372232e-01,2.052612321733925382e-01
6.018198957166807084e-01,5.614815297567310459e-02,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2.412051218191956226e-01,3.450604090125938272e-01,9.513932222304789521e-01,3.599730185587607378e-01,3.093459189572522750e-02,8.046915714133517916e-02,6.006087688027039739e-02,2.837831099502599042e-01,3.041105243328201535e-02,2.480104030274192795e-01,7.640266558413114639e-01,2.337965272676661987e-01,1,1,1,1,1,1,4.637771727966899515e-01,6.107897234916697116e-01,9.186470263933919078e-01,9.204726287981656041e-01,9.780650854807648731e-01,6.328567344628014402e-01,5.963572923967264128e-01,2.454890284178790072e-02,6.847464456495672147e-01,6.934061092708034835e-01,6.855641383826283075e-02,5.646962106191181219e-01,2.650229648327794285e-01,6.691588203473497476e-01,9.247828107891316041e-01,7.754543502621428219e-01
4.043869995860136513e-01,7.510390128224964101e-01,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4.678935409726888706e-01,5.619000831787051009e-01,6.396521622470241475e-02,2.358488172269133099e-01,5.640157067560699344e-01,5.795649079279763249e-03,7.186869180057412487e-01,1.628282457220726620e-01,3.676300872815461140e-01,7.622455563256903543e-01,2.324111809731473910e-01,8.992956110079404208e-01,1,1,1,1,1,1,9.376291773721441292e-01,2.867163026342911536e-02,5.447511741429740262e-01,6.691263769301105668e-01,1.310284710049041124e-01,1.825069946462637427e-01,6.009172705818061067e-01,6.842820802640131594e-01,6.585865435493420961e-01,6.899466373622782367e-01,4.999725776568553215e-01,4.121892491514422829e-02,3.111798517689997601e-01,6.640750676753202075e-01,8.379015507621613290e-01,4.138884473746587966e-01
9.060565286225292780e-01,7.509155368707485234e-01,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3.545619848355610060e-01,8.282532672368040361e-01,5.829749947922313602e-01,2.642781090020707158e-01,1.186454429883574413e-01,8.639886497250238717e-01,7.950273309803268518e-01,9.113272174381881197e-02,8.546857095663051851e-02,4.578735628879122554e-01,9.095177857645652120e-01,6.670333380650895760e-01,1,1,1,1,1,1,8.601848881239969602e-01,7.600919172262533552e-01,7.265326840162212862e-01,3.705613726876532121e-01,5.340307746910877285e-02,4.431463779436654038e-01,8.670470269377760220e-01,7.769285651903831136e-01,7.313057880529160171e-01,1.116308138721762155e-01,7.966180170618559764e-01,6.323804858162316300e-01,4.658330529637144668e-02,2.722409495126310031e-01,8.155058856594096239e-01,9.313316744261496138e-01
5.049802508943033175e-01,2.112281259648080001e-01,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.904412790509176778e-01,4.447827403971074123e-01,6.193552690155046392e-02,7.295822935390601227e-01,7.235658687810664347e-02,7.435298351982881915e-01,4.191632587249315423e-01,9.784137896178418670e-01,6.359864246959737732e-01,1.617401426450688628e-01,8.486295981738377625e-01,9.754151624724601843e-01,1,1,1,1,1,1,2.746052024193833541e-01,9.424902296643726807e-01,6.603589662180507913e-01,9.376669062408687916e-01,1.832764228105162596e-01,6.497533245227330445e-01,9.899951572179588322e-02,5.715790591248860464e-01,8.524743151030382826e-01,1.200309808266561973e-01,6.116373853424618146e-01,9.633315007869259761e-01,1.365194280510118041e-01,7.236449396866804218e-01,4.991560890437006792e-01,9.099278488347020133e-01
7.357074523538184030e-01,3.006430003565927489e-01,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8.805637978585798553e-01,8.973205345343301387e-01,8.407371786757131815e-01,1.887015525618220835e-01,8.392950712036334471e-01,5.859030446679741599e-01,7.791918350366042745e-01,8.469810734133087493e-01,8.392544524172187437e-01,8.181696389615575882e-01,4.482102319081571196e-01,2.794133465531527527e-01,1,1,1,1,1,1,1.839417481553975442e-01,9.457100245130318772e-01,3.617690126814966378e-01,6.265761506093265876e-01,5.164660721654408260e-01,1.210360027407154648e-01,8.612656563644869312e-01,5.957351719347236951e-01,3.200493631040302045e-01,5.791389695192805664e-01,2.248727777564407670e-02,8.593984774286672623e-01,6.336208140936488986e-01,2.787738508859040065e-01,1.333320587059043660e-01,4.873442213823417912e-01
3.982136482625038276e-01,3.063708449608826268e-01,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9.515466189443906320e-01,2.608682558190567047e-02,1.781473531392354648e-01,2.041495376841514497e-01,4.969008229665188292e-01,9.392550179778120789e-01,4.325904964032422084e-01,8.946696710885256865e-01,1.475581285941462983e-01,2.958968264316413910e-01,1.530212516831142011e-01,7.316726403151385671e-01,1,1,1,1,1,1,2.417713754473871379e-01,1.737114025722675814e-01,1.049534463143094731e-01,7.890681241282857528e-01,8.301406366827692729e-01,4.050814653551241262e-01,6.495197114021880047e-01,1.758011604525314686e-01,8.915090061749160188e-01,7.848151020307607695e-01,9.586697901758844953e-02,8.582819250464956973e-01,8.936355178039293579e-01,1.459113871817705466e-01,1.574725907763128152e-01,1.040889889935926460e-01
9.216699292244502351e-01,9.185073712872312557e-01,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6.840612286165694833e-01,6.093216825568114059e-01,1.273770561314602201e-01,8.162481434370204569e-01,2.117404189888000277e-01,8.561061412580729391e-01,3.812363662129797381e-01,7.607263688781065181e-01,4.271025764250949708e-01,3.796914221198004480e-01,8.972516411772706313e-01,8.939554761052718179e-01,1,1,1,1,1,1,5.346835598622070584e-01,5.650483998702902078e-01,1.623019894683641606e-02,3.227683961268037471e-01,2.596239831363327255e-01,4.871055343678232230e-02,5.583369396813192553e-01,7.641713984449077790e-01,9.069195972394784588e-01,3.662800134612307357e-01,8.834924342341909931e-01,1.650477397861660478e-02,7.734660887525308670e-01,4.895651908377951500e-01,1.166979527229410341e-01,2.352197722223468013e-01
8.618511796207858344e-01,6.028892495090509840e-01,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3.721797383923984848e-01,2.920443895332084372e-01,5.522093121188997866e-01,6.053618099614306303e-01,8.358496720670587354e-01,9.285796266745718341e-01,7.786339788874936385e-01,9.534084362537326163e-01,7.199407322794391106e-01,3.762843140318543611e-01,8.591590933842591093e-01,8.283330149612386784e-01,1,1,1,1,1,1,6.759021823385495953e-01,7.978176036795970871e-01,5.661667930425752226e-01,1.383162348126920627e-01,9.732105442935503614e-01,7.809647027763888527e-01,6.011414972954012281e-01,3.113028366737664587e-01,4.998240556142292679e-01,7.329129598421457725e-01,7.670542056877027726e-02,1.442068288892066619e-01,4.597148140929283588e-01,7.696226307333262628e-01,9.784435132010980141e-01,9.471991537833989172e-01
2.832969619219158908e-01,9.201329082408311599e-01,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1.478288322999330440e-01,2.928446591943391075e-01,7.673972071312817889e-02,6.935508113209536418e-01,1,1,1,1,1,1,5.879056290707458388e-01,4.525687383440168965e-01,4.266260776009485056e-01,1.371003425204379012e-01,6.845364217318566924e-01,3.760590826351686289e-01,1.743424953317739279e-01,5.741838022853918977e-01,1.013933807723215175e-01,1.511052286041760784e-01,6.621904947257732932e-01,6.149321869706503296e-01,8.280608262331524694e-01,2.035828681007020302e-01,8.953865291458388276e-01,9.987363190344724639e-01
3.257880697131843029e-03,2.172083398967201706e-01,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,8.153685177782140636e-01,9.758479091641647507e-01,6.836910010915869806e-01,7.523780805365966051e-01,1,1,1,1,1,1,3.535584495496513213e-03,4.872120661595085167e-01,8.791730963058684845e-01,5.139265618254319490e-01,6.269065098918710222e-01,5.845220757047724369e-01,2.434755318920741596e-01,8.705993131834044441e-02,7.630681201525891799e-01,4.108929049100304987e-01,1.126356673258420704e-01,1.608466259964269618e-02,5.253346392013166222e-01,3.241507631137137135e-01,8.339385117962321292e-01,6.980699146345780148e-01
4.983742596623721433e-01,2.976472627283932582e-01,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,3.905915288698846854e-01,5.299486589988278151e-01,7.901717060518187452e-01,6.384161623733767277e-01,1,1,1,1,1,1,5.739527649853295443e-01,7.570541373646414440e-01,8.154933276850884205e-01,4.582869163319550632e-01,7.787642394538901724e-01,7.461562035284443617e-01,4.970513599865084009e-01,6.307010718791188353e-01,2.108045401395708396e-01,1.228322724590465986e-01,7.487326193637442451e-01,1.144044584023459210e-01,1.568789386510303085e-01,5.795520833730979371e-01,9.791355505565870754e-01,5.678749725229357281e-01
1.841401392692014749e-01,3.604519079093241318e-01,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,5.298519327138643265e-01,2.660191662174413718e-01,4.434577379879433012e-01,3.845148650457557160e-01,1,1,1,1,1,1,1.890281413928909249e-01,5.351707541957685388e-01,5.974599755770995113e-01,3.001451496639299110e-01,8.870883210914771722e-01,4.671993704943996351e-01,1.500145771237064718e-01,9.908007266521547951e-01,7.090937450855582247e-01,7.926132904081912844e-01,9.959051893264508903e-01,1.744447134305716629e-01,8.696060454030329900e-02,8.696430089260752672e-01,7.124471561286118693e-01,7.895121181033970537e-02
3.921451107148616888e-01,7.079927824984365570e-01,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,7.243699787672813750e-01,4.368278525203125318e-01,3.574225700702683417e-01,6.209474346712675619e-01,1,1,1,1,1,1,7.749910483834345776e-01,4.471168335571509278e-01,9.560343113507626667e-01,5.331731417059709655e-01,4.069463264346456777e-01,2.894846501496287638e-01,6.660221158804804364e-01,5.642927663495511670e-01,1.076054147961775787e-01,4.599659070083474965e-01,4.930871718181910612e-01,8.400699877327587606e-01,2.521821530573189474e-01,9.547481167955150783e-01,8.552807626490978032e-01,2.800777625681035721e-01
3.160580115641545840e-01,8.448970239931534731e-01,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,3.139310460958001370e-01,1.464770480270166653e-01,7.599746356118425306e-01,8.880878980020998625e-01,1,1,1,1,1,1,3.894105878721153546e-01,7.316580648301586054e-01,6.723489028269166168e-01,8.803102507120929010e-01,8.388899499106383661e-02,2.526412978186679537e-01,9.057028439483220117e-01,5.759286293970633519e-01,7.284218781386309072e-02,7.073379340136946025e-01,7.857791716145221539e-01,1.809938719081738423e-01,8.065452407055773154e-01,1.925564416420553204e-01,6.184308327861097743e-01,7.101048640767724240e-01
9.163664335802468308e-02,4.869919013894897786e-01,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,7.548122820243335918e-01,6.518713579005329661e-01,3.306311521066640502e-01,7.788849387941978453e-01,1,1,1,1,1,1,1.351295320696560553e-01,9.019750304102845950e-01,5.393475389982027579e-02,2.770901322273617851e-01,3.379665673153059435e-01,5.877716205087573087e-01,7.502653789014864794e-01,9.785153036774367763e-01,1.882781672908901971e-01,5.070593295408745149e-01,2.605118367572548665e-01,7.441986148063638451e-01,8.366438044558887066e-01,5.413084324396988389e-02,2.239309065119271525e-01,2.732155038794670254e-02
3.536994012205658677e-01,6.282055701781958934e-01,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,7.687280394036303255e-01,2.604024878346622440e-02,6.624477937828874285e-01,3.412200566263703383e-01,1,1,1,1,1,1,5.890467050896466272e-01,9.800303727135073473e-01,1.839877838392900422e-01,1.457936024248700502e-01,4.728965298330456424e-01,4.404575864819366693e-01,9.178950856439882511e-02,6.429395251515687137e-01,5.695185179782058515e-01,2.480608815330405115e-01,3.767961483142180379e-01,9.114223520138760026e-01,7.528349380086218900e-01,9.332246774226954367e-01,8.493015449176641862e-01,2.578869014598547116e-01
8.096438880633637369e-01,2.094619460359892216e-01,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2.442278688397271358e-01,9.009675582468449351e-01,5.085901041244181853e-01,7.181437635912216733e-01,1,1,1,1,1,1,6.320644345250667762e-01,8.884281194765407674e-01,8.019706233582349908e-01,5.930229802401562056e-01,8.365020733485818427e-01,1.092825515538864423e-01,6.158318451636465296e-01,4.342128857704702360e-01,1.329524615959795097e-01,6.127528698839898036e-01,9.005853375485470824e-01,5.130723385376750878e-01,1.889407201491255517e-02,3.084872260025475210e-01,2.365424399432022318e-01,2.746368755538250994e-01
8.532740617726544130e-01,7.279034277549835119e-01,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,9.348765473307133478e-01,1.185023798570187248e-01,8.779067959807714816e-01,2.699874340806479589e-01,1,1,1,1,1,1,7.525202602116264350e-01,8.920121251224771841e-01,6.319759965140157032e-01,8.728960241587051527e-01,5.139670217307007460e-01,1.217539117605628274e-01,2.404844758702673335e-02,5.239793431120320921e-01,6.982452980474284088e-01,8.400798394688142601e-01,2.211390470068654857e-01,6.131594862335969509e-01,6.252883320130422362e-01,4.334092897605630323e-01,6.489912217310622733e-01,4.634630236169947626e-01
3.068379823124742778e-01,1.316904649702853591e-01,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1.656947884913148039e-01,7.849958377036375667e-01,7.007563107950403047e-01,8.217158677320216542e-01,1,1,1,1,1,1,8.944933222423142594e-01,4.459843447646943959e-01,9.200730674245737317e-01,3.467469216513103802e-01,5.989618878340913222e-01,9.440668836900921734e-01,7.902591638673431840e-01,9.981737807903287019e-01,3.765627817021567347e-01,6.455553354545913169e-01,4.613687876540345512e-01,7.274869427241481556e-02,6.733709925730843038e-01,5.994555575732507524e-01,4.417780572011642537e-01,2.471112051480236493e-01
4.550648478952710185e-01,4.778706121852330790e-01,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,7.150355888273468574e-01,3.457080265152732146e-01,5.506121223571186496e-01,4.051712482722371611e-01,1,1,1,1,1,1,1.873551179933485855e-01,7.687446946658428315e-01,8.367111636767832206e-01,7.216555827168614767e-01,3.253576600303599298e-01,3.812554289662702933e-01,1.625767932784185632e-01,7.926822501354411354e-01,7.711339349261771003e-01,7.064281360051608560e-01,3.915947325786368616e-01,1.992653776820871858e-01,8.495479924789213211e-01,7.727302622233571672e-01,1.966434638446368233e-02,1.330499210148655687e-01
7.556935532801319910e-01,7.151571388856431399e-01,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,4.145103068656265100e-01,4.906512650045080637e-01,5.295280184545205771e-01,6.283335259705877807e-01,1,1,1,1,1,1,4.595896395875106455e-01,2.585413939692101648e-01,3.096110470938338022e-01,3.964738408076767806e-01,2.616275629938761282e-01,7.396576527813391033e-01,3.191412354187107558e-01,4.937308896196257457e-01,6.630250961823203060e-01,2.944986029040650433e-01,1.221001608924249249e-01,9.793445500340453025e-01,1.264647202508819568e-01,1.941372897628973471e-01,5.087497983278270741e-01,1.155241734029733847e-01
8.704154164744772881e-01,6.614985437421262437e-01,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,3.425856025449799391e-01,4.394777131681758542e-01,9.169139878320505810e-01,2.468592771446995737e-01,1,1,1,1,1,1,5.674928302454644857e-01,5.356129132688279837e-01,3.376635611026755912e-01,7.235456905435244668e-02,9.600847028979174747e-01,6.620850998230075612e-01,2.960895236151320775e-01,9.390930554340336522e-01,6.418301518024035479e-01,1.879899451984792247e-01,5.737398018799719779e-01,8.908937693464582530e-01,7.494315273788604292e-01,1.147434148174307778e-01,7.192052194503356644e-01,4.167481552604112016e-01
7.258198931565859047e-01,9.802662747143908728e-01,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,6.067194223243093099e-01,9.904545952477301629e-01,6.797969003028064838e-01,8.955740239293419336e-01,1,1,1,1,1,1,8.987973390581611710e-01,5.390266798690690475e-02,2.457716105971105014e-01,9.893933932494050065e-01,1.687590073133491408e-01,6.743069024986487747e-01,8.086397942096713587e-01,7.609659535370056904e-01,9.328200344602133320e-03,9.984928131383409289e-01,1.565412004320491102e-01,7.644298305085251988e-01,4.186545427016117316e-01,4.190260883373064793e-01,9.759010008528213875e-01,8.950464629502108416e-03
2.992207717297220571e-01,2.631386585425565805e-01,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,3.548871431646559715e-01,6.735996619342285996e-01,4.743310903300665959e-01,8.244117533839940837e-01,1,1,1,1,1,1,9.705966134152316238e-01,5.229224150400538784e-01,4.918951863029744631e-01,6.997636908075783868e-01,1.148387476345381630e-01,9.302084370334318120e-01,1.816661078732479950e-01,1.505162848686236732e-01,9.044951756884389571e-02,1.552316649092123635e-01,9.944933380304383785e-01,4.092558700507235026e-01,6.450043183130306224e-01,1.604126856866083806e-02,4.446560172670908084e-01,9.523757658893405864e-02
1.667002866746212231e-01,9.828885441835364389e-01,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,5.117896954105859431e-01,6.180161475425217654e-01,9.810366904542175970e-01,8.849677705727219124e-01,1,1,1,1,1,1,1.433380619304144288e-01,6.195407911484985819e-01,2.543720709236162447e-01,7.863183604016706907e-01,8.901163047223350500e-01,5.509083706669719582e-01,3.725054000650511732e-01,2.382740208735317777e-01,9.749137734455748383e-01,6.037358777686634426e-01,2.854394662054008380e-01,9.501645557991222901e-01,2.023821116310019486e-01,9.735297277040481090e-01,1.187707359853523714e-01,3.643252923316303571e-01
5.774093133742373984e-01,2.788157280827779916e-01,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,7.156198494514770525e-01,8.684865734749024346e-01,7.116418641983638382e-01,8.691736928384757865e-01,1,1,1,1,1,1,9.766226803126669687e-01,8.276023962293693748e-01,5.245795155180119629e-01,7.948438501040259174e-01,8.770027663847124177e-01,1.027704077011692974e-01,6.874722762882974347e-01,1.651454430626027037e-01,1.205363455096153391e-02,7.416190297634597250e-01,4.325116438311404909e-02,1.581598871582985399e-01,6.291999174966672603e-01,2.374740045279919443e-01,4.203884713628718295e-01,5.771729361145960802e-01
9.940962214861068791e-01,4.124886081465191090e-01,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1.612581304975896357e-01,6.526381563021662613e-01,2.646313610581311204e-01,3.223156251019464458e-01,1,1,1,1,1,1,1.088911588196169733e-01,3.759823021202324256e-02,5.143675738896635874e-02,4.291938302356115287e-01,5.709346969756379231e-01,3.121493331786485692e-01,7.732787862257791689e-01,3.830593827968908904e-02,5.115795472772730612e-01,1.705456872758570608e-02,8.017998582847950528e-01,1.932842713132293389e-01,7.501832012264080252e-01,9.178523733963201980e-01,5.642440332922669111e-01,2.856793765988053790e-01
5.404351340526496461e-01,7.205149429969762709e-01,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2.933083618234909595e-01,9.218647255458102263e-01,7.858308574791232903e-01,8.133641670775005883e-01,1,1,1,1,1,1,8.310942419911863110e-01,8.175193609612646517e-01,5.560744946019093859e-01,5.601381602294066564e-01,4.397779192562378814e-01,6.644177319839571494e-01,2.024094069248569827e-01,9.378740614495898464e-01,4.309952802700734997e-01,9.704799832334886078e-01,7.981575053046492396e-01,9.686031734433413476e-01,1.722768054741979915e-01,6.600796431775849404e-01,3.606806948966938542e-01,6.935743969509867712e-01
8.011613132747715804e-01,5.438292440553045282e-01,5.388323610283511922e-01,6.801285781837805855e-01,7.219177742000836284e-01,4.870493120777875662e-01,2.494421396980166516e-01,7.724380785733223620e-01,7.420022799400320945e-01,6.709587681603421672e-01,7.922668279220155263e-01,8.895745699753327962e-01,9.585576502048941405e-01,2,2,2,2,2,2,2,2,2,2,2,5.698494735254885368e-01,7.007029514693886574e-01,5.217990222921874421e-01,7.583103520467360248e-01,1,1,1,1,1,1,4.153053129668848875e-02,9.204593634325934914e-01,2.792588132603679441e-02,1.513854647250438834e-01,7.914512219800635684e-01,7.372242565635362954e-01,6.694416553721895813e-01,4.884413863075567352e-01,8.844061254321475829e-01,3.042016972748623482e-01,7.115548525305381844e-01,2.541310721370928505e-01,6.411608497644857296e-01,7.599091815954036599e-01,5.209371929179079652e-01,5.137690258392244580e-01
2.997911800724251119e-02,1.348597142659682113e-01,9.690977879685447327e-02,3.546849940579037685e-01,9.810615778421860611e-01,8.990064218897031445e-01,1.915906393169974908e-02,7.257162225136936096e-01,7.119517085442405024e-01,4.213010490893931426e-01,9.293320396081548029e-01,2.572974295000615141e-01,1.791381566052753227e-01,2,2,2,2,2,2,2,2,2,2,2,8.290141231870523653e-01,7.890478205173471205e-01,5.495224922007673207e-01,2.985926397491034390e-02,1,1,1,1,1,1,4.915103516646963655e-01,1.739379805287116776e-01,1.519673803666488077e-01,9.329189389556009626e-01,7.533974505855891568e-01,7.499895537796082978e-01,2.218737609979544168e-01,8.400669435847624156e-01,6.557515778969681408e-01,3.075167595008777566e-01,6.032376859514101408e-01,4.242296384921024899e-01,8.754529534977117944e-02,1.679887993135430468e-01,7.335765305302579531e-01,9.712730725212080918e-01
